id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1192824768245858304,Fri Nov 08 15:22:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FoodNutriMag: Meal planning can be difficult, especially with #diabetes. Use these helpful tips and tricks to make the best of meal pla…",Meal planning can be difficult especially with Use these helpful tips and tricks to make the best of meal pla…,"Sentiment(polarity=0.16666666666666666, subjectivity=0.7666666666666666)",0.16666666666666666,0.7666666666666666,en,0,0,Synergyforwell1,,diabetes,FoodNutriMag,,
id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1192824775762219017,Fri Nov 08 15:22:42 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KulikovUNIATF: After employer stopped selling sugary sweetened beverages #SSB in all #workplace venues workers cut on drinking #soda, l…",After employer stopped selling sugary sweetened beverages in all venues workers cut on drinking l…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,SouthernMomRN,,"SSB, workplace, soda",KulikovUNIATF,South Carolina,
id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1192824788298977282,Fri Nov 08 15:22:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Blogger_Miriam: In case u needed another reason to eliminate white flour from ur life..... thx @LoriShemek! #banwhiteflour #ketodiet #l…,In case u needed another reason to eliminate white flour from ur life ... .. thx …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,janetmisutka,,"banwhiteflour, ketodiet","Blogger_Miriam, LoriShemek","Calgary, Alberta",
id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1192824817424257027,Fri Nov 08 15:22:52 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@MelissaJoyRD @IndianaUniv @AADEdiabetes Thanks for sharing. Well said from this leader in the #diabetes psychosoci… https://t.co/1dGgWBkCQf,Thanks for sharing Well said from this leader in the psychosoci…,"Sentiment(polarity=0.2, subjectivity=0.2)",0.2,0.2,en,0,0,HopeWarshaw,,diabetes,"MelissaJoyRD, IndianaUniv, AADEdiabetes","Asheville, NC",
